Value, Time of DA (ns), Prime? (According to DA), Time of RA (ns), Prime? (According to RA)
10000000000001566,400,NO,200,NO
10000000000001567,1070483200,YES,72500,YES
10000000000001568,1700,NO,400,NO
10000000000001569,6400,NO,4300,NO
10000000000001570,500,NO,200,NO
10000000000001571,400,NO,2600,NO
10000000000001572,400,NO,200,NO
10000000000001573,600,NO,2500,NO
10000000000001574,400,NO,100,NO
10000000000001575,500,NO,2200,NO
10000000000001576,400,NO,200,NO
10000000000001577,400,NO,2200,NO
10000000000001578,400,NO,100,NO
10000000000001579,800,NO,3200,NO
10000000000001580,400,NO,100,NO
10000000000001581,800,NO,2100,NO
10000000000001582,400,NO,200,NO
10000000000001583,400,NO,2100,NO
10000000000001584,300,NO,100,NO
10000000000001585,400,NO,2200,NO
10000000000001586,400,NO,200,NO
10000000000001587,1500,NO,2500,NO
10000000000001588,500,NO,200,NO
10000000000001589,400,NO,2700,NO
10000000000001590,400,NO,200,NO
10000000000001591,7305100,NO,11100,NO
10000000000001592,1700,NO,400,NO
10000000000001593,4000,NO,4200,NO
10000000000001594,500,NO,200,NO
10000000000001595,500,NO,3300,NO
10000000000001596,400,NO,200,NO
10000000000001597,700,NO,2700,NO
10000000000001598,400,NO,100,NO
10000000000001599,600,NO,2500,NO
10000000000001600,400,NO,100,NO
10000000000001601,400,NO,2200,NO
10000000000001602,2200,NO,400,NO
10000000000001603,1700,NO,5000,NO
10000000000001604,700,NO,200,NO
10000000000001605,500,NO,5400,NO
10000000000001606,400,NO,100,NO
10000000000001607,3000,NO,3100,NO
10000000000001608,400,NO,100,NO
10000000000001609,500,NO,2400,NO
10000000000001610,400,NO,100,NO
10000000000001611,600,NO,2500,NO
10000000000001612,400,NO,100,NO
10000000000001613,400,NO,2700,NO
10000000000001614,400,NO,100,NO
10000000000001615,400,NO,2300,NO
10000000000001616,400,NO,200,NO
10000000000001617,26500,NO,2400,NO
10000000000001618,300,NO,100,NO
10000000000001619,400,NO,2400,NO
10000000000001620,400,NO,200,NO
10000000000001621,1000,NO,2200,NO
10000000000001622,400,NO,100,NO
10000000000001623,186300,NO,4600,NO
10000000000001624,400,NO,200,NO
10000000000001625,400,NO,2500,NO
10000000000001626,300,NO,100,NO
10000000000001627,500,NO,2300,NO
10000000000001628,400,NO,200,NO
10000000000001629,600,NO,2100,NO
10000000000001630,400,NO,100,NO
10000000000001631,400,NO,2100,NO
10000000000001632,400,NO,200,NO
10000000000001633,800,NO,2300,NO
10000000000001634,400,NO,100,NO
10000000000001635,500,NO,2300,NO
10000000000001636,400,NO,100,NO
10000000000001637,400,NO,2100,NO
10000000000001638,1800,NO,100,NO
10000000000001639,239800,NO,3500,NO
10000000000001640,500,NO,100,NO
10000000000001641,500,NO,2500,NO
10000000000001642,400,NO,100,NO
10000000000001643,400,NO,2700,NO
10000000000001644,400,NO,200,NO
10000000000001645,500,NO,3400,NO
10000000000001646,400,NO,200,NO
10000000000001647,2400,NO,3000,NO
10000000000001648,400,NO,100,NO
10000000000001649,400,NO,2300,NO
10000000000001650,400,NO,100,NO
10000000000001651,20100,NO,9400,NO
10000000000001652,400,NO,100,NO
10000000000001653,93403200,NO,34200,NO
10000000000001654,8300,NO,300,NO
10000000000001655,5100,NO,6000,NO
10000000000001656,400,NO,200,NO
10000000000001657,1039740600,YES,67800,YES
10000000000001658,2400,NO,600,NO
10000000000001659,1048808000,YES,75200,YES
10000000000001660,1600,NO,200,NO
10000000000001661,700,NO,3800,NO
10000000000001662,500,NO,200,NO
10000000000001663,1100,NO,2700,NO
10000000000001664,400,NO,100,NO
10000000000001665,500,NO,3200,NO
10000000000001666,300,NO,100,NO
10000000000001667,400,NO,2100,NO
10000000000001668,500,NO,100,NO
10000000000001669,500,NO,2300,NO
10000000000001670,300,NO,100,NO
10000000000001671,500,NO,2100,NO
10000000000001672,400,NO,200,NO
10000000000001673,400,NO,2200,NO
10000000000001674,400,NO,200,NO
10000000000001675,400,NO,2300,NO
10000000000001676,400,NO,200,NO
10000000000001677,233351700,NO,14200,NO
10000000000001678,1800,NO,300,NO
10000000000001679,600,NO,4300,NO
10000000000001680,400,NO,200,NO
10000000000001681,6644500,NO,8000,NO
10000000000001682,1000,NO,200,NO
10000000000001683,600,NO,3300,NO
10000000000001684,400,NO,100,NO
10000000000001685,400,NO,2500,NO
10000000000001686,300,NO,100,NO
10000000000001687,600,NO,2600,NO
10000000000001688,400,NO,200,NO
10000000000001689,900,NO,2400,NO
10000000000001690,400,NO,200,NO
10000000000001691,300,NO,2200,NO
10000000000001692,400,NO,100,NO
10000000000001693,500,NO,2100,NO
10000000000001694,400,NO,200,NO
10000000000001695,400,NO,4100,NO
10000000000001696,300,NO,100,NO
10000000000001697,400,NO,2200,NO
10000000000001698,300,NO,100,NO
10000000000001699,600,NO,7000,NO
10000000000001700,300,NO,100,NO
10000000000001701,2100,NO,2900,NO
10000000000001702,400,NO,100,NO
10000000000001703,500,NO,2100,NO
10000000000001704,300,NO,100,NO
10000000000001705,400,NO,2300,NO
10000000000001706,400,NO,100,NO
10000000000001707,1800,NO,2400,NO
10000000000001708,300,NO,100,NO
10000000000001709,400,NO,2700,NO
10000000000001710,300,NO,100,NO
10000000000001711,500,NO,2000,NO
10000000000001712,400,NO,100,NO
10000000000001713,2600,NO,2300,NO
10000000000001714,400,NO,100,NO
10000000000001715,400,NO,2200,NO
10000000000001716,400,NO,100,NO
10000000000001717,67300,NO,3200,NO
10000000000001718,500,NO,200,NO
10000000000001719,1025229000,YES,65000,YES
10000000000001720,1400,NO,900,NO
10000000000001721,500,NO,3700,NO
10000000000001722,500,NO,200,NO
10000000000001723,1033618600,YES,73600,YES
10000000000001724,2100,NO,400,NO
10000000000001725,700,NO,6700,NO
10000000000001726,400,NO,100,NO
10000000000001727,400,NO,2600,NO
10000000000001728,400,NO,200,NO
10000000000001729,800,NO,2100,NO
10000000000001730,300,NO,100,NO
10000000000001731,1035748200,YES,60500,YES
10000000000001732,1500,NO,300,NO
10000000000001733,700,NO,3300,NO
10000000000001734,400,NO,200,NO
10000000000001735,500,NO,2900,NO
10000000000001736,400,NO,100,NO
10000000000001737,600,NO,2400,NO
10000000000001738,300,NO,100,NO
10000000000001739,400,NO,2300,NO
10000000000001740,400,NO,100,NO
10000000000001741,787100,NO,5900,NO
10000000000001742,600,NO,200,NO
10000000000001743,1040717600,YES,71300,YES
10000000000001744,1500,NO,200,NO
10000000000001745,1000,NO,4200,NO
10000000000001746,800,NO,300,NO
10000000000001747,1028934000,YES,67200,YES
10000000000001748,1800,NO,400,NO
10000000000001749,72500,NO,4500,NO
10000000000001750,700,NO,200,NO
10000000000001751,600,NO,3800,NO
10000000000001752,400,NO,200,NO
10000000000001753,600,NO,4100,NO
10000000000001754,400,NO,200,NO
10000000000001755,500,NO,2400,NO
10000000000001756,400,NO,100,NO
10000000000001757,400,NO,2300,NO
10000000000001758,400,NO,200,NO
10000000000001759,500,NO,2100,NO
10000000000001760,300,NO,100,NO
10000000000001761,79400,NO,3200,NO
10000000000001762,500,NO,200,NO
10000000000001763,400,NO,2600,NO
10000000000001764,400,NO,100,NO
10000000000001765,800,NO,3200,NO
10000000000001766,300,NO,200,NO
10000000000001767,400,NO,2300,NO
10000000000001768,300,NO,100,NO
10000000000001769,400,NO,2200,NO
10000000000001770,400,NO,200,NO
10000000000001771,1039307400,YES,99900,YES
10000000000001772,1900,NO,300,NO
10000000000001773,291286300,NO,35100,NO
10000000000001774,4600,NO,500,NO
10000000000001775,2800,NO,13400,NO
10000000000001776,500,NO,100,NO
10000000000001777,64800,NO,17900,NO
10000000000001778,900,NO,200,NO
10000000000001779,1700,NO,3100,NO
10000000000001780,300,NO,100,NO
10000000000001781,400,NO,7700,NO
10000000000001782,400,NO,200,NO
10000000000001783,2200,NO,2500,NO
10000000000001784,400,NO,100,NO
10000000000001785,400,NO,2800,NO
10000000000001786,300,NO,100,NO
10000000000001787,400,NO,2300,NO
10000000000001788,300,NO,100,NO
10000000000001789,1043389200,YES,62900,YES
10000000000001790,1900,NO,300,NO
10000000000001791,700,NO,3500,NO
10000000000001792,400,NO,200,NO
10000000000001793,400,NO,3600,NO
10000000000001794,300,NO,100,NO
10000000000001795,2300,NO,5100,NO
10000000000001796,800,NO,200,NO
10000000000001797,5200,NO,3900,NO
10000000000001798,500,NO,200,NO
10000000000001799,400,NO,3000,NO
10000000000001800,300,NO,100,NO
10000000000001801,600,NO,2300,NO
10000000000001802,300,NO,100,NO
10000000000001803,600,NO,2900,NO
10000000000001804,300,NO,100,NO
10000000000001805,400,NO,2400,NO
10000000000001806,300,NO,100,NO
10000000000001807,6900,NO,6000,NO
10000000000001808,800,NO,200,NO
10000000000001809,600,NO,4000,NO
10000000000001810,300,NO,200,NO
10000000000001811,400,NO,6700,NO
10000000000001812,400,NO,200,NO
10000000000001813,700,NO,2600,NO
10000000000001814,400,NO,200,NO
10000000000001815,400,NO,2500,NO
10000000000001816,300,NO,200,NO
10000000000001817,400,NO,3200,NO
10000000000001818,300,NO,100,NO
10000000000001819,800,NO,3100,NO
10000000000001820,300,NO,100,NO
10000000000001821,1743900,NO,11900,NO
10000000000001822,1400,NO,200,NO
10000000000001823,500,NO,2900,NO
10000000000001824,300,NO,100,NO
10000000000001825,500,NO,2200,NO
10000000000001826,300,NO,100,NO
10000000000001827,9000,NO,2300,NO
10000000000001828,300,NO,100,NO
10000000000001829,300,NO,2100,NO
10000000000001830,400,NO,200,NO
10000000000001831,1100,NO,2300,NO
10000000000001832,400,NO,200,NO
10000000000001833,1082570200,YES,78400,YES
10000000000001834,1900,NO,600,NO
10000000000001835,500,NO,3400,NO
10000000000001836,500,NO,200,NO
10000000000001837,500,NO,3100,NO
10000000000001838,400,NO,100,NO
10000000000001839,600,NO,2400,NO
10000000000001840,300,NO,100,NO
10000000000001841,400,NO,2300,NO
10000000000001842,300,NO,100,NO
10000000000001843,500,NO,2300,NO
10000000000001844,300,NO,100,NO
10000000000001845,500,NO,2100,NO
10000000000001846,300,NO,200,NO
10000000000001847,400,NO,2100,NO
10000000000001848,300,NO,100,NO
10000000000001849,262300,NO,4400,NO
10000000000001850,1600,NO,300,NO
10000000000001851,800,NO,4400,NO
10000000000001852,700,NO,200,NO
10000000000001853,1300,NO,8800,NO
10000000000001854,800,NO,300,NO
10000000000001855,600,NO,3500,NO
10000000000001856,300,NO,100,NO
10000000000001857,1600,NO,2600,NO
10000000000001858,300,NO,100,NO
10000000000001859,1500,NO,7200,NO
10000000000001860,700,NO,200,NO
10000000000001861,1000,NO,3800,NO
10000000000001862,500,NO,200,NO
10000000000001863,4200,NO,2600,NO
10000000000001864,300,NO,100,NO
10000000000001865,400,NO,2300,NO
10000000000001866,400,NO,200,NO
10000000000001867,151900,NO,3200,NO
10000000000001868,500,NO,200,NO
10000000000001869,600,NO,2800,NO
10000000000001870,300,NO,0,NO
10000000000001871,1200,NO,4200,NO
10000000000001872,700,NO,200,NO
10000000000001873,1073162200,YES,67600,YES
10000000000001874,1900,NO,600,NO
10000000000001875,800,NO,4400,NO
10000000000001876,700,NO,200,NO
10000000000001877,500,NO,3000,NO
10000000000001878,400,NO,200,NO
10000000000001879,500,NO,2800,NO
10000000000001880,400,NO,200,NO
10000000000001881,800,NO,3000,NO
10000000000001882,500,NO,100,NO
10000000000001883,300,NO,2300,NO
10000000000001884,400,NO,200,NO
10000000000001885,400,NO,2200,NO
10000000000001886,400,NO,200,NO
10000000000001887,3500,NO,2800,NO
10000000000001888,600,NO,100,NO
10000000000001889,400,NO,2300,NO
10000000000001890,1200,NO,200,NO
10000000000001891,800,NO,3800,NO
10000000000001892,400,NO,200,NO
10000000000001893,600,NO,2400,NO
10000000000001894,400,NO,200,NO
10000000000001895,400,NO,2200,NO
10000000000001896,400,NO,200,NO
10000000000001897,1400,NO,2200,NO
10000000000001898,500,NO,200,NO
10000000000001899,1100,NO,2200,NO
10000000000001900,300,NO,100,NO
10000000000001901,600,NO,2300,NO
10000000000001902,3000,NO,600,NO
10000000000001903,1500,NO,5100,NO
10000000000001904,600,NO,100,NO
10000000000001905,500,NO,3200,NO
10000000000001906,500,NO,200,NO
10000000000001907,500,NO,3100,NO
10000000000001908,500,NO,100,NO
10000000000001909,2500,NO,2900,NO
10000000000001910,300,NO,100,NO
10000000000001911,279564600,NO,10600,NO
10000000000001912,1600,NO,400,NO
10000000000001913,600,NO,4700,NO
10000000000001914,400,NO,100,NO
10000000000001915,500,NO,3000,NO
10000000000001916,400,NO,100,NO
10000000000001917,900,NO,2500,NO
10000000000001918,300,NO,100,NO
10000000000001919,400,NO,2300,NO
10000000000001920,400,NO,100,NO
10000000000001921,400,NO,2100,NO
10000000000001922,400,NO,200,NO
10000000000001923,1200,NO,2200,NO
10000000000001924,300,NO,100,NO
10000000000001925,400,NO,2200,NO
10000000000001926,2100,NO,400,NO
10000000000001927,1200,NO,4500,NO
10000000000001928,500,NO,200,NO
10000000000001929,6500,NO,3500,NO
10000000000001930,400,NO,200,NO
10000000000001931,400,NO,2800,NO
10000000000001932,400,NO,100,NO
10000000000001933,50500,NO,2800,NO
10000000000001934,600,NO,200,NO
10000000000001935,600,NO,2900,NO
10000000000001936,600,NO,200,NO
10000000000001937,500,NO,2500,NO
10000000000001938,400,NO,100,NO
10000000000001939,1048450900,YES,76400,YES
10000000000001940,2000,NO,300,NO
10000000000001941,21200,NO,4500,NO
10000000000001942,500,NO,200,NO
10000000000001943,500,NO,3200,NO
10000000000001944,400,NO,100,NO
10000000000001945,400,NO,2900,NO
10000000000001946,400,NO,200,NO
10000000000001947,500,NO,2400,NO
10000000000001948,300,NO,100,NO
10000000000001949,400,NO,2200,NO
10000000000001950,300,NO,100,NO
10000000000001951,1100,NO,17300,NO
10000000000001952,400,NO,100,NO
10000000000001953,700,NO,2700,NO
10000000000001954,400,NO,200,NO
10000000000001955,400,NO,3500,NO
10000000000001956,400,NO,200,NO
10000000000001957,500,NO,2100,NO
10000000000001958,300,NO,100,NO
10000000000001959,8800,NO,2100,NO
10000000000001960,300,NO,100,NO
10000000000001961,400,NO,2100,NO
10000000000001962,300,NO,100,NO
10000000000001963,400,NO,2300,NO
10000000000001964,300,NO,100,NO
10000000000001965,500,NO,2500,NO
10000000000001966,400,NO,100,NO
10000000000001967,500,NO,2200,NO
10000000000001968,400,NO,200,NO
10000000000001969,28000,NO,2700,NO
10000000000001970,400,NO,200,NO
10000000000001971,600,NO,2300,NO
10000000000001972,300,NO,100,NO
10000000000001973,400,NO,2000,NO
10000000000001974,400,NO,100,NO
10000000000001975,400,NO,2100,NO
10000000000001976,300,NO,100,NO
10000000000001977,600,NO,2300,NO
10000000000001978,400,NO,200,NO
10000000000001979,500,NO,2500,NO
10000000000001980,400,NO,100,NO
10000000000001981,105613000,NO,12300,NO
10000000000001982,1600,NO,700,NO
10000000000001983,7200,NO,4200,NO
10000000000001984,600,NO,100,NO
10000000000001985,500,NO,3300,NO
10000000000001986,300,NO,200,NO
10000000000001987,18400,NO,2600,NO
10000000000001988,300,NO,100,NO
10000000000001989,191967700,NO,11300,NO
10000000000001990,2400,NO,200,NO
10000000000001991,600,NO,4400,NO
10000000000001992,400,NO,100,NO
10000000000001993,2400,NO,3100,NO
10000000000001994,400,NO,200,NO
10000000000001995,500,NO,2600,NO
10000000000001996,400,NO,200,NO
10000000000001997,300,NO,2300,NO
10000000000001998,300,NO,100,NO
10000000000001999,500,NO,2100,NO
10000000000002000,400,NO,100,NO
10000000000002001,500,NO,2300,NO
10000000000002002,400,NO,100,NO
10000000000002003,400,NO,2200,NO
10000000000002004,300,NO,100,NO
10000000000002005,400,NO,2100,NO
10000000000002006,400,NO,100,NO
10000000000002007,7103400,NO,8900,NO
10000000000002008,1300,NO,200,NO
10000000000002009,500,NO,4200,NO
10000000000002010,400,NO,100,NO
10000000000002011,32600,NO,3600,NO
10000000000002012,400,NO,200,NO
10000000000002013,1030877800,YES,57300,YES
10000000000002014,1900,NO,900,NO
10000000000002015,600,NO,3700,NO
10000000000002016,3600,NO,200,NO
10000000000002017,1100,NO,3100,NO
10000000000002018,300,NO,100,NO
10000000000002019,500,NO,2800,NO
10000000000002020,400,NO,200,NO
10000000000002021,400,NO,2500,NO
10000000000002022,300,NO,100,NO
10000000000002023,500,NO,2400,NO
10000000000002024,300,NO,100,NO
10000000000002025,400,NO,2300,NO
10000000000002026,400,NO,100,NO
10000000000002027,400,NO,2100,NO
10000000000002028,300,NO,100,NO
10000000000002029,600,NO,2000,NO
10000000000002030,400,NO,100,NO
10000000000002031,10300,NO,2200,NO
10000000000002032,700,NO,200,NO
10000000000002033,400,NO,2800,NO
10000000000002034,400,NO,100,NO
10000000000002035,500,NO,2400,NO
10000000000002036,1300,NO,200,NO
10000000000002037,2100,NO,2300,NO
10000000000002038,400,NO,100,NO
10000000000002039,400,NO,2200,NO
10000000000002040,300,NO,100,NO
10000000000002041,1500,NO,2000,NO
10000000000002042,300,NO,100,NO
10000000000002043,1000,NO,2100,NO
10000000000002044,400,NO,100,NO
10000000000002045,400,NO,2200,NO
10000000000002046,300,NO,100,NO
10000000000002047,400,NO,2100,NO
10000000000002048,400,NO,100,NO
10000000000002049,1028386500,YES,57100,YES
10000000000002050,2000,NO,400,NO
10000000000002051,500,NO,3500,NO
10000000000002052,400,NO,100,NO
10000000000002053,1034011200,YES,59400,YES
10000000000002054,2200,NO,300,NO
10000000000002055,600,NO,3800,NO
10000000000002056,400,NO,100,NO
10000000000002057,500,NO,2800,NO
10000000000002058,400,NO,100,NO
10000000000002059,2200,NO,2800,NO
10000000000002060,400,NO,200,NO
10000000000002061,400,NO,2800,NO
10000000000002062,300,NO,100,NO
10000000000002063,400,NO,2500,NO
10000000000002064,400,NO,200,NO
10000000000002065,400,NO,2500,NO
10000000000002066,400,NO,200,NO
10000000000002067,500,NO,2200,NO
10000000000002068,400,NO,200,NO
10000000000002069,300,NO,2600,NO
10000000000002070,400,NO,200,NO
10000000000002071,1400,NO,2200,NO
10000000000002072,300,NO,200,NO
10000000000002073,600,NO,2000,NO
10000000000002074,400,NO,100,NO
10000000000002075,400,NO,2200,NO
10000000000002076,300,NO,200,NO
10000000000002077,600,NO,2100,NO
10000000000002078,400,NO,100,NO
10000000000002079,304400,NO,6200,NO
10000000000002080,500,NO,100,NO
10000000000002081,400,NO,2500,NO
10000000000002082,300,NO,100,NO
10000000000002083,1033101500,YES,81500,YES
10000000000002084,2100,NO,300,NO
10000000000002085,700,NO,3400,NO
10000000000002086,500,NO,200,NO
10000000000002087,400,NO,2900,NO
10000000000002088,400,NO,200,NO
10000000000002089,500,NO,2400,NO
10000000000002090,300,NO,100,NO
10000000000002091,1000,NO,2000,NO
10000000000002092,400,NO,100,NO
10000000000002093,400,NO,2300,NO
10000000000002094,300,NO,100,NO
10000000000002095,400,NO,12500,NO
10000000000002096,400,NO,200,NO
10000000000002097,21000,NO,7500,NO
10000000000002098,400,NO,100,NO
10000000000002099,400,NO,2200,NO
10000000000002100,400,NO,200,NO
10000000000002101,700,NO,2100,NO
10000000000002102,400,NO,100,NO
10000000000002103,400,NO,2000,NO
10000000000002104,400,NO,100,NO
10000000000002105,400,NO,2000,NO
10000000000002106,400,NO,100,NO
10000000000002107,700,NO,2200,NO
10000000000002108,300,NO,100,NO
10000000000002109,1900,NO,3800,NO
10000000000002110,400,NO,100,NO
10000000000002111,400,NO,2200,NO
10000000000002112,400,NO,200,NO
10000000000002113,8600,NO,2100,NO
10000000000002114,300,NO,100,NO
10000000000002115,300,NO,2000,NO
10000000000002116,300,NO,100,NO
10000000000002117,300,NO,2000,NO
10000000000002118,400,NO,200,NO
10000000000002119,900,NO,2100,NO
10000000000002120,400,NO,200,NO
10000000000002121,288506400,NO,13200,NO
10000000000002122,2000,NO,300,NO
10000000000002123,500,NO,4200,NO
10000000000002124,400,NO,100,NO
10000000000002125,400,NO,2700,NO
10000000000002126,300,NO,100,NO
10000000000002127,1000,NO,2200,NO
10000000000002128,300,NO,100,NO
10000000000002129,300,NO,2200,NO
10000000000002130,400,NO,100,NO
10000000000002131,400,NO,2400,NO
10000000000002132,300,NO,100,NO
10000000000002133,500,NO,2000,NO
10000000000002134,400,NO,100,NO
10000000000002135,400,NO,2100,NO
10000000000002136,300,NO,100,NO
10000000000002137,1028159300,YES,60000,YES
10000000000002138,1800,NO,300,NO
10000000000002139,6200,NO,3900,NO
10000000000002140,400,NO,200,NO
10000000000002141,500,NO,2400,NO
10000000000002142,400,NO,200,NO
10000000000002143,600,NO,2400,NO
10000000000002144,400,NO,100,NO
10000000000002145,400,NO,2100,NO
10000000000002146,300,NO,100,NO
10000000000002147,400,NO,2100,NO
10000000000002148,400,NO,200,NO
10000000000002149,14900,NO,2000,NO
10000000000002150,400,NO,100,NO
10000000000002151,85700,NO,2600,NO
10000000000002152,600,NO,200,NO
10000000000002153,400,NO,2400,NO
10000000000002154,400,NO,100,NO
10000000000002155,400,NO,2000,NO
10000000000002156,300,NO,100,NO
10000000000002157,2100,NO,2100,NO
10000000000002158,400,NO,100,NO
